,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 EV A1/60,Y2 EV A1/60,Y3 EV A1/60,Y4 EV A1/60,Y5 EV A1/60,Y1 EV A2/60,Y2 EV A2/60,Y3 EV A2/60,Y4 EV A2/60,Y5 EV A2/60,Y1 PP A1/60,Y2 PP A1/60,Y3 PP A1/60,Y4 PP A1/60,Y5 PP A1/60,Y5 dPP A1/60,Y1 PP A2/60,Y2 PP A2/60,Y3 PP A2/60,Y4 PP A2/60,Y5 PP A2/60,Y5 dPP A2/60,Y1 PP Rebounds Created/60,Y2 PP Rebounds Created/60,Y3 PP Rebounds Created/60,Y4 PP Rebounds Created/60,Y5 PP Rebounds Created/60,Y1 PP oixGF/60,Y2 PP oixGF/60,Y3 PP oixGF/60,Y4 PP oixGF/60,Y5 PP oixGF/60
Corey Perry 2011,Corey Perry,2011,R,25.378,75,208,,70.0,78.0,82,82,,3.5374,3.4464,3.825,3.5091,,0.8414,0.9718,0.9134,0.7255,,0.3005,0.358,0.435,0.5548,,0.4846,2.0088,1.1478,2.2937,1.0799666666666665,,0.9692,1.116,2.1043,1.2511,-0.14539999999999997,,0.2423,1.116,1.1478,1.6681,,5.9778,8.4905,8.396,9.0641
Corey Perry 2012,Corey Perry,2012,R,26.377,75,208,70.0,78.0,82.0,82,80,3.5374,3.4464,3.825,3.5091,3.5731,0.8414,0.9718,0.9134,0.7255,0.4993,0.3005,0.358,0.435,0.5548,0.0908,0.4846,2.0088,1.1478,2.2937,1.4693,-0.01442499999999991,0.9692,1.116,2.1043,1.2511,0.4198,-0.94035,0.2423,1.116,1.1478,1.6681,2.099,5.9778,8.4905,8.396,9.0641,8.7381
Corey Perry 2013,Corey Perry,2013,R,27.379,75,208,78.0,82.0,82.0,80,75,3.4464,3.825,3.5091,3.5731,2.8333,0.9718,0.9134,0.7255,0.4993,0.8903,0.358,0.435,0.5548,0.0908,0.4452,2.0088,1.1478,2.2937,1.4693,0.9626,-0.7673,1.116,2.1043,1.2511,0.4198,1.4439,0.22109999999999985,1.116,1.1478,1.6681,2.099,1.4439,8.4905,8.396,9.0641,8.7381,7.0219
Corey Perry 2014,Corey Perry,2014,R,28.379,75,208,82.0,82.0,80.0,75,81,3.825,3.5091,3.5731,2.8333,3.5058,0.9134,0.7255,0.4993,0.8903,1.0613,0.435,0.5548,0.0908,0.4452,0.3377,1.1478,2.2937,1.4693,0.9626,1.0565,-0.41185000000000005,2.1043,1.2511,0.4198,1.4439,1.0565,-0.24827500000000002,1.1478,1.6681,2.099,1.4439,1.6903,8.396,9.0641,8.7381,7.0219,8.0122
Corey Perry 2015,Corey Perry,2015,R,29.378,75,208,82.0,80.0,75.0,81,67,3.5091,3.5731,2.8333,3.5058,2.7818,0.7255,0.4993,0.8903,1.0613,0.774,0.5548,0.0908,0.4452,0.3377,0.3572,2.2937,1.4693,0.9626,1.0565,0.6438,-0.8017249999999999,1.2511,0.4198,1.4439,1.0565,0.3219,-0.720925,1.6681,2.099,1.4439,1.6903,0.9658,9.0641,8.7381,7.0219,8.0122,7.2303
Corey Perry 2016,Corey Perry,2016,R,30.377,75,208,80.0,75.0,81.0,67,82,3.5731,2.8333,3.5058,2.7818,2.8803,0.4993,0.8903,1.0613,0.774,0.644,0.0908,0.4452,0.3377,0.3572,0.1486,1.4693,0.9626,1.0565,0.6438,2.2864,1.25335,0.4198,1.4439,1.0565,0.3219,0.7621,-0.04842499999999994,2.099,1.4439,1.6903,0.9658,1.2702,8.7381,7.0219,8.0122,7.2303,8.4392
Corey Perry 2017,Corey Perry,2017,R,31.379,75,208,75.0,81.0,67.0,82,82,2.8333,3.5058,2.7818,2.8803,2.863,0.8903,1.0613,0.774,0.644,0.543,0.4452,0.3377,0.3572,0.1486,0.3949,0.9626,1.0565,0.6438,2.2864,2.5557,1.3183749999999999,1.4439,1.0565,0.3219,0.7621,1.2779,0.38180000000000003,1.4439,1.6903,0.9658,1.2702,2.8113,7.0219,8.0122,7.2303,8.4392,9.3412
Corey Perry 2018,Corey Perry,2018,R,32.379,75,208,81.0,67.0,82.0,82,71,3.5058,2.7818,2.8803,2.863,2.6488,1.0613,0.774,0.644,0.543,0.9515,0.3377,0.3572,0.1486,0.3949,0.4478,1.0565,0.6438,2.2864,2.5557,1.5952,-0.04039999999999999,1.0565,0.3219,0.7621,1.2779,0.6381,-0.21650000000000003,1.6903,0.9658,1.2702,2.8113,2.8713,8.0122,7.2303,8.4392,9.3412,8.2375
Corey Perry 2019,Corey Perry,2019,R,33.378,75,208,67.0,82.0,82.0,71,31,2.7818,2.8803,2.863,2.6488,1.8237,0.774,0.644,0.543,0.9515,0.299,0.3572,0.1486,0.3949,0.4478,0.0,0.6438,2.2864,2.5557,1.5952,2.1226,0.3523249999999998,0.3219,0.7621,1.2779,0.6381,0.0,-0.75,0.9658,1.2702,2.8113,2.8713,2.1226,7.2303,8.4392,9.3412,8.2375,6.9198
Corey Perry 2020,Corey Perry,2020,R,34.377,75,208,82.0,82.0,71.0,31,67,2.8803,2.863,2.6488,1.8237,2.1494,0.644,0.543,0.9515,0.299,0.4586,0.1486,0.3949,0.4478,0.0,0.4586,2.2864,2.5557,1.5952,2.1226,1.4692,-0.6707749999999997,0.7621,1.2779,0.6381,0.0,1.4692,0.799675,1.2702,2.8113,2.8713,2.1226,1.4692,8.4392,9.3412,8.2375,6.9198,7.4194
Corey Perry 2021,Corey Perry,2021,R,35.379,75,208,82.0,71.0,31.0,67,71,2.863,2.6488,1.8237,2.1494,2.1136,0.543,0.9515,0.299,0.4586,0.5327,0.3949,0.4478,0.0,0.4586,0.1065,2.5557,1.5952,2.1226,1.4692,1.738,-0.19767499999999982,1.2779,0.6381,0.0,1.4692,1.738,0.8916999999999999,2.8113,2.8713,2.1226,1.4692,1.1587,9.3412,8.2375,6.9198,7.4194,5.0171
Corey Perry 2022,Corey Perry,2022,R,36.379,75,208,71.0,31.0,67.0,71,82,2.6488,1.8237,2.1494,2.1136,1.7128,0.9515,0.299,0.4586,0.5327,0.9332,0.4478,0.0,0.4586,0.1065,0.2489,1.5952,2.1226,1.4692,1.738,0.8544,-0.8768499999999999,0.6381,0.0,1.4692,1.738,0.0,-0.961325,2.8713,2.1226,1.4692,1.1587,1.7088,8.2375,6.9198,7.4194,5.0171,7.1257
Corey Perry 2023,Corey Perry,2023,R,37.378,75,208,31.0,67.0,71.0,82,81,1.8237,2.1494,2.1136,1.7128,1.7862,0.299,0.4586,0.5327,0.9332,0.3032,0.0,0.4586,0.1065,0.2489,0.2274,2.1226,1.4692,1.738,0.8544,1.2441,-0.30194999999999994,0.0,1.4692,1.738,0.0,1.2441,0.4422999999999999,2.1226,1.4692,1.1587,1.7088,2.0735,6.9198,7.4194,5.0171,7.1257,8.4557
Patrice Bergeron 2010,Patrice Bergeron,2010,C,24.19,73,196,,,10.0,64,73,,,3.8317,3.0849,2.6906,,,0.4949,0.8198,0.9217,,,0.9898,0.3727,0.4608,,,0.0,2.4312,1.8328,0.6172,,,1.5659,1.5195,0.6109,-0.9318,,,0.0,1.2156,1.2219,,,4.4158,7.3574,5.6818
Patrice Bergeron 2011,Patrice Bergeron,2011,C,25.189,73,196,,10.0,64.0,73,80,,3.8317,3.0849,2.6906,2.7167,,0.4949,0.8198,0.9217,0.9167,,0.9898,0.3727,0.4608,0.573,,0.0,2.4312,1.8328,1.6564,0.23506666666666676,,1.5659,1.5195,0.6109,0.5521,-0.6799999999999999,,0.0,1.2156,1.2219,0.5521,,4.4158,7.3574,5.6818,5.977
Patrice Bergeron 2012,Patrice Bergeron,2012,C,26.188,73,196,10.0,64.0,73.0,80,81,3.8317,3.0849,2.6906,2.7167,2.5241,0.4949,0.8198,0.9217,0.9167,1.1971,0.9898,0.3727,0.4608,0.573,0.4684,0.0,2.4312,1.8328,1.6564,2.0543,0.5742,1.5659,1.5195,0.6109,0.5521,0.5869,-0.47520000000000007,0.0,1.2156,1.2219,0.5521,1.1739,4.4158,7.3574,5.6818,5.977,5.799
Patrice Bergeron 2013,Patrice Bergeron,2013,C,27.19,73,196,64.0,73.0,80.0,81,71,3.0849,2.6906,2.7167,2.5241,2.1718,0.8198,0.9217,0.9167,1.1971,0.8633,0.3727,0.4608,0.573,0.4684,0.9592,2.4312,1.8328,1.6564,2.0543,1.3155,-0.6781750000000002,1.5195,0.6109,0.5521,0.5869,0.0,-0.81735,1.2156,1.2219,0.5521,1.1739,0.0,7.3574,5.6818,5.977,5.799,5.8081
Patrice Bergeron 2014,Patrice Bergeron,2014,C,28.19,73,196,73.0,80.0,81.0,71,80,2.6906,2.7167,2.5241,2.1718,2.009,0.9217,0.9167,1.1971,0.8633,0.7491,0.4608,0.573,0.4684,0.9592,0.5886,1.8328,1.6564,2.0543,1.3155,0.7467,-0.96805,0.6109,0.5521,0.5869,0.0,0.7467,0.309225,1.2219,0.5521,1.1739,0.0,1.12,5.6818,5.977,5.799,5.8081,7.0671
Patrice Bergeron 2015,Patrice Bergeron,2015,C,29.189,73,196,80.0,81.0,71.0,80,81,2.7167,2.5241,2.1718,2.009,2.3426,0.9167,1.1971,0.8633,0.7491,0.7903,0.573,0.4684,0.9592,0.5886,0.3161,1.6564,2.0543,1.3155,0.7467,1.8972,0.453975,0.5521,0.5869,0.0,0.7467,1.2648,0.7933749999999999,0.5521,1.1739,0.0,1.12,2.8458,5.977,5.799,5.8081,7.0671,9.1953
Patrice Bergeron 2016,Patrice Bergeron,2016,C,30.188,73,196,81.0,71.0,80.0,81,80,2.5241,2.1718,2.009,2.3426,2.996,1.1971,0.8633,0.7491,0.7903,0.4613,0.4684,0.9592,0.5886,0.3161,0.5638,2.0543,1.3155,0.7467,1.8972,1.502,-0.0014250000000000096,0.5869,0.0,0.7467,1.2648,2.0026,1.3530000000000002,1.1739,0.0,1.12,2.8458,2.253,5.799,5.8081,7.0671,9.1953,8.8291
Patrice Bergeron 2017,Patrice Bergeron,2017,C,31.19,73,196,71.0,80.0,81.0,80,79,2.1718,2.009,2.3426,2.996,2.9386,0.8633,0.7491,0.7903,0.4613,0.6359,0.9592,0.5886,0.3161,0.5638,0.4239,1.3155,0.7467,1.8972,1.502,1.8092,0.44384999999999986,0.0,0.7467,1.2648,2.0026,0.5169,-0.486625,0.0,1.12,2.8458,2.253,2.0676,5.8081,7.0671,9.1953,8.8291,8.6711
Patrice Bergeron 2018,Patrice Bergeron,2018,C,32.19,73,196,80.0,81.0,80.0,79,64,2.009,2.3426,2.996,2.9386,2.9794,0.7491,0.7903,0.4613,0.6359,0.8333,0.5886,0.3161,0.5638,0.4239,0.5128,0.7467,1.8972,1.502,1.8092,2.2026,0.7138249999999999,0.7467,1.2648,2.0026,0.5169,1.2586,0.1258499999999998,1.12,2.8458,2.253,2.0676,1.8879,7.0671,9.1953,8.8291,8.6711,8.0269
Patrice Bergeron 2019,Patrice Bergeron,2019,C,33.189,73,196,81.0,80.0,79.0,64,65,2.3426,2.996,2.9386,2.9794,3.2613,0.7903,0.4613,0.6359,0.8333,1.0929,0.3161,0.5638,0.4239,0.5128,0.683,1.8972,1.502,1.8092,2.2026,1.9813,0.12855000000000016,1.2648,2.0026,0.5169,1.2586,3.1135,1.852775,2.8458,2.253,2.0676,1.8879,0.8491,9.1953,8.8291,8.6711,8.0269,8.2931
Patrice Bergeron 2020,Patrice Bergeron,2020,C,34.188,73,196,80.0,79.0,64.0,65,71,2.996,2.9386,2.9794,3.2613,3.6022,0.4613,0.6359,0.8333,1.0929,0.518,0.5638,0.4239,0.5128,0.683,0.666,1.502,1.8092,2.2026,1.9813,1.0922,-0.7815749999999999,2.0026,0.5169,1.2586,3.1135,1.3653,-0.35760000000000014,2.253,2.0676,1.8879,0.8491,1.0922,8.8291,8.6711,8.0269,8.2931,8.9618
Patrice Bergeron 2021,Patrice Bergeron,2021,C,35.191,73,196,79.0,64.0,65.0,71,79,2.9386,2.9794,3.2613,3.6022,3.291,0.6359,0.8333,1.0929,0.518,0.5943,0.4239,0.5128,0.683,0.666,0.9339,1.8092,2.2026,1.9813,1.0922,1.0128,-0.7585250000000001,0.5169,1.2586,3.1135,1.3653,1.0128,-0.550775,2.0676,1.8879,0.8491,1.0922,1.0128,8.6711,8.0269,8.2931,8.9618,7.4546
Patrice Bergeron 2022,Patrice Bergeron,2022,C,36.19,73,196,64.0,65.0,71.0,79,73,2.9794,3.2613,3.6022,3.291,3.0393,0.8333,1.0929,0.518,0.5943,0.7976,0.5128,0.683,0.666,0.9339,0.5522,2.2026,1.9813,1.0922,1.0128,1.3522,-0.22002499999999992,1.2586,3.1135,1.3653,1.0128,2.7043,1.01675,1.8879,0.8491,1.0922,1.0128,2.7043,8.0269,8.2931,8.9618,7.4546,8.8648
Patrice Bergeron 2023,Patrice Bergeron,2023,C,37.189,73,196,65.0,71.0,79.0,73,78,3.2613,3.6022,3.291,3.0393,3.3795,1.0929,0.518,0.5943,0.7976,0.6286,0.683,0.666,0.9339,0.5522,0.6915,1.9813,1.0922,1.0128,1.3522,1.3657,0.0060749999999998305,3.1135,1.3653,1.0128,2.7043,0.9105,-1.1384750000000001,0.8491,1.0922,1.0128,2.7043,3.4143,8.2931,8.9618,7.4546,8.8648,9.981
Joe Pavelski 2009,Joe Pavelski,2009,C,24.225,71,200,,,,82,80,,,,2.2957,3.0256,,,,0.6783,0.6015,,,,0.0678,0.3828,,,,1.5936,1.7352,0.14160000000000017,,,,1.5936,1.9831,0.3895000000000002,,,,1.9124,1.9831,,,,7.5474,7.9149
Joe Pavelski 2010,Joe Pavelski,2010,C,25.225,71,200,,,82.0,80,67,,,2.2957,3.0256,3.0751,,,0.6783,0.6015,0.7037,,,0.0678,0.3828,0.2559,,,1.5936,1.7352,2.0385,0.3740999999999999,,,1.5936,1.9831,0.8736,-0.9147499999999998,,,1.9124,1.9831,0.8736,,,7.5474,7.9149,8.8908
Joe Pavelski 2011,Joe Pavelski,2011,C,26.224,71,200,,82.0,80.0,67,74,,2.2957,3.0256,3.0751,3.3455,,0.6783,0.6015,0.7037,0.9048,,0.0678,0.3828,0.2559,0.622,,1.5936,1.7352,2.0385,2.1812,0.3921000000000001,,1.5936,1.9831,0.8736,1.9389,0.4554666666666667,,1.9124,1.9831,0.8736,1.9389,,7.5474,7.9149,8.8908,11.483
Joe Pavelski 2012,Joe Pavelski,2012,C,27.223,71,200,82.0,80.0,67.0,74,82,2.2957,3.0256,3.0751,3.3455,3.2124,0.6783,0.6015,0.7037,0.9048,0.6477,0.0678,0.3828,0.2559,0.622,0.2776,1.5936,1.7352,2.0385,2.1812,1.3667,-0.5204249999999999,1.5936,1.9831,0.8736,1.9389,0.9111,-0.6861999999999999,1.9124,1.9831,0.8736,1.9389,0.9111,7.5474,7.9149,8.8908,11.483,8.6236
Joe Pavelski 2013,Joe Pavelski,2013,C,28.225,71,200,80.0,67.0,74.0,82,82,3.0256,3.0751,3.3455,3.2124,3.0038,0.6015,0.7037,0.9048,0.6477,0.5234,0.3828,0.2559,0.622,0.2776,0.1745,1.7352,2.0385,2.1812,1.3667,1.6645,-0.16589999999999994,1.9831,0.8736,1.9389,0.9111,0.8323,-0.5943750000000001,1.9831,0.8736,1.9389,0.9111,2.913,7.9149,8.8908,11.483,8.6236,9.3048
Joe Pavelski 2014,Joe Pavelski,2014,C,29.225,71,200,67.0,74.0,82.0,82,82,3.0751,3.3455,3.2124,3.0038,3.5215,0.7037,0.9048,0.6477,0.5234,0.6954,0.2559,0.622,0.2776,0.1745,0.3973,2.0385,2.1812,1.3667,1.6645,2.7011,0.8883749999999999,0.8736,1.9389,0.9111,0.8323,0.4156,-0.7233750000000001,0.8736,1.9389,0.9111,2.913,1.87,8.8908,11.483,8.6236,9.3048,9.4748
Joe Pavelski 2015,Joe Pavelski,2015,C,30.224,71,200,74.0,82.0,82.0,82,82,3.3455,3.2124,3.0038,3.5215,3.2827,0.9048,0.6477,0.5234,0.6954,0.5736,0.622,0.2776,0.1745,0.3973,0.4302,2.1812,1.3667,1.6645,2.7011,2.229,0.2506250000000001,1.9389,0.9111,0.8323,0.4156,0.4458,-0.578675,1.9389,0.9111,2.913,1.87,2.6748,11.483,8.6236,9.3048,9.4748,10.4984
Joe Pavelski 2016,Joe Pavelski,2016,C,31.223,71,200,82.0,82.0,82.0,82,82,3.2124,3.0038,3.5215,3.2827,3.672,0.6477,0.5234,0.6954,0.5736,0.7045,0.2776,0.1745,0.3973,0.4302,0.4227,1.3667,1.6645,2.7011,2.229,1.7934,-0.1969249999999998,0.9111,0.8323,0.4156,0.4458,1.3949,0.7437,0.9111,2.913,1.87,2.6748,1.1956,8.6236,9.3048,9.4748,10.4984,8.8854
Joe Pavelski 2017,Joe Pavelski,2017,C,32.225,71,200,82.0,82.0,82.0,82,81,3.0038,3.5215,3.2827,3.672,3.322,0.5234,0.6954,0.5736,0.7045,0.5734,0.1745,0.3973,0.4302,0.4227,0.5734,1.6645,2.7011,2.229,1.7934,2.4528,0.3557999999999999,0.8323,0.4156,0.4458,1.3949,0.8919,0.11975000000000002,2.913,1.87,2.6748,1.1956,0.8919,9.3048,9.4748,10.4984,8.8854,7.4876
Joe Pavelski 2018,Joe Pavelski,2018,C,33.225,71,200,82.0,82.0,82.0,81,82,3.5215,3.2827,3.672,3.322,3.1994,0.6954,0.5736,0.7045,0.5734,0.6962,0.3973,0.4302,0.4227,0.5734,0.6033,2.7011,2.229,1.7934,2.4528,2.5157,0.22162499999999996,0.4156,0.4458,1.3949,0.8919,1.1435,0.35644999999999993,1.87,2.6748,1.1956,0.8919,2.5157,9.4748,10.4984,8.8854,7.4876,8.0961
Joe Pavelski 2019,Joe Pavelski,2019,C,34.224,71,200,82.0,82.0,81.0,82,75,3.2827,3.672,3.322,3.1994,2.9693,0.5736,0.7045,0.5734,0.6962,0.5734,0.4302,0.4227,0.5734,0.6033,0.3128,2.229,1.7934,2.4528,2.5157,1.6165,-0.6312249999999999,0.4458,1.3949,0.8919,1.1435,0.8083,-0.160725,2.6748,1.1956,0.8919,2.5157,1.0777,10.4984,8.8854,7.4876,8.0961,7.9075
Joe Pavelski 2020,Joe Pavelski,2020,C,35.223,71,200,82.0,81.0,82.0,75,79,3.672,3.322,3.1994,2.9693,2.6346,0.7045,0.5734,0.6962,0.5734,0.4674,0.4227,0.5734,0.6033,0.3128,0.2671,1.7934,2.4528,2.5157,1.6165,0.0,-2.0946,1.3949,0.8919,1.1435,0.8083,1.6996,0.63995,1.1956,0.8919,2.5157,1.0777,0.6798,8.8854,7.4876,8.0961,7.9075,8.2394
Joe Pavelski 2021,Joe Pavelski,2021,C,36.225,71,200,81.0,82.0,75.0,79,82,3.322,3.1994,2.9693,2.6346,3.0979,0.5734,0.6962,0.5734,0.4674,0.6357,0.5734,0.6033,0.3128,0.2671,0.6357,2.4528,2.5157,1.6165,0.0,1.7293,0.08305000000000007,0.8919,1.1435,0.8083,1.6996,1.0376,-0.098225,0.8919,2.5157,1.0777,0.6798,2.0751,7.4876,8.0961,7.9075,8.2394,8.0757
Joe Pavelski 2022,Joe Pavelski,2022,C,37.225,71,200,82.0,75.0,79.0,82,82,3.1994,2.9693,2.6346,3.0979,2.737,0.6962,0.5734,0.4674,0.6357,1.2023,0.6033,0.3128,0.2671,0.6357,0.7695,2.5157,1.6165,0.0,1.7293,1.3367,-0.12867499999999987,1.1435,0.8083,1.6996,1.0376,2.1387,0.96645,2.5157,1.0777,0.6798,2.0751,2.6734,8.0961,7.9075,8.2394,8.0757,8.4239
Joe Pavelski 2023,Joe Pavelski,2023,C,38.224,71,200,75.0,79.0,82.0,82,82,2.9693,2.6346,3.0979,2.737,3.0856,0.5734,0.4674,0.6357,1.2023,1.0596,0.3128,0.2671,0.6357,0.7695,0.6559,1.6165,0.0,1.7293,1.3367,0.4743,-0.6963250000000001,0.8083,1.6996,1.0376,2.1387,2.8457,1.4246499999999997,1.0777,0.6798,2.0751,2.6734,3.5571,7.9075,8.2394,8.0757,8.4239,10.6072
Alex Ovechkin 2009,Alex Ovechkin,2009,L,23.04,75,238,,,,82,79,,,,5.6803,5.4042,,,,1.0186,0.7744,,,,0.3395,0.4555,,,,1.5458,2.1081,0.5622999999999998,,,,0.3864,1.6864,1.2999999999999998,,,,1.5458,2.2486,,,,6.2682,8.3282
Alex Ovechkin 2010,Alex Ovechkin,2010,L,24.039,75,238,,,82.0,79,72,,,5.6803,5.4042,5.0671,,,1.0186,0.7744,1.2497,,,0.3395,0.4555,0.5499,,,1.5458,2.1081,1.9735,0.14654999999999996,,,0.3864,1.6864,1.809,0.7726,,,1.5458,2.2486,3.1247,,,6.2682,8.3282,9.611
Alex Ovechkin 2011,Alex Ovechkin,2011,L,25.038,75,238,,82.0,79.0,72,79,,5.6803,5.4042,5.0671,4.4477,,1.0186,0.7744,1.2497,1.1359,,0.3395,0.4555,0.5499,0.4998,,1.5458,2.1081,1.9735,0.8538,-1.0219999999999998,,0.3864,1.6864,1.809,2.0491,0.7551666666666668,,1.5458,2.2486,3.1247,2.5614,,6.2682,8.3282,9.611,8.7515
Alex Ovechkin 2012,Alex Ovechkin,2012,L,26.038,75,238,82.0,79.0,72.0,79,78,5.6803,5.4042,5.0671,4.4477,3.6338,1.0186,0.7744,1.2497,1.1359,0.4295,0.3395,0.4555,0.5499,0.4998,0.3817,1.5458,2.1081,1.9735,0.8538,1.0584,-0.5619000000000001,0.3864,1.6864,1.809,2.0491,1.0584,-0.42432500000000006,1.5458,2.2486,3.1247,2.5614,1.4818,6.2682,8.3282,9.611,8.7515,6.954
Alex Ovechkin 2013,Alex Ovechkin,2013,L,27.04,75,238,79.0,72.0,79.0,78,82,5.4042,5.0671,4.4477,3.6338,4.5997,0.7744,1.2497,1.1359,0.4295,0.7709,0.4555,0.5499,0.4998,0.3817,0.2313,2.1081,1.9735,0.8538,1.0584,0.8153,-0.68315,1.6864,1.809,2.0491,1.0584,2.1741,0.5233750000000001,2.2486,3.1247,2.5614,1.4818,1.3588,8.3282,9.611,8.7515,6.954,6.9842
Alex Ovechkin 2014,Alex Ovechkin,2014,L,28.039,75,238,72.0,79.0,78.0,82,78,5.0671,4.4477,3.6338,4.5997,5.0355,1.2497,1.1359,0.4295,0.7709,0.4484,0.5499,0.4998,0.3817,0.2313,0.1495,1.9735,0.8538,1.0584,0.8153,1.0693,-0.10595000000000021,1.809,2.0491,1.0584,2.1741,1.2221,-0.5505500000000001,3.1247,2.5614,1.4818,1.3588,0.9166,9.611,8.7515,6.954,6.9842,7.8764
Alex Ovechkin 2015,Alex Ovechkin,2015,L,29.038,75,238,79.0,78.0,82.0,78,81,4.4477,3.6338,4.5997,5.0355,3.8181,1.1359,0.4295,0.7709,0.4484,0.6743,0.4998,0.3817,0.2313,0.1495,0.1798,0.8538,1.0584,0.8153,1.0693,1.164,0.21479999999999988,2.0491,1.0584,2.1741,1.2221,0.582,-1.0439250000000002,2.5614,1.4818,1.3588,0.9166,1.7461,8.7515,6.954,6.9842,7.8764,8.0125
Alex Ovechkin 2016,Alex Ovechkin,2016,L,30.038,75,238,78.0,82.0,78.0,81,79,3.6338,4.5997,5.0355,3.8181,4.2935,0.4295,0.7709,0.4484,0.6743,0.1423,0.3817,0.2313,0.1495,0.1798,0.6167,1.0584,0.8153,1.0693,1.164,0.5307,-0.4960500000000001,1.0584,2.1741,1.2221,0.582,0.3538,-0.90535,1.4818,1.3588,0.9166,1.7461,1.5921,6.954,6.9842,7.8764,8.0125,8.162
Alex Ovechkin 2017,Alex Ovechkin,2017,L,31.04,75,238,82.0,78.0,81.0,79,82,4.5997,5.0355,3.8181,4.2935,3.7238,0.7709,0.4484,0.6743,0.1423,0.7506,0.2313,0.1495,0.1798,0.6167,0.6005,0.8153,1.0693,1.164,0.5307,0.9825,0.08767500000000006,2.1741,1.2221,0.582,0.3538,0.786,-0.29699999999999993,1.3588,0.9166,1.7461,1.5921,2.3579,6.9842,7.8764,8.0125,8.162,7.0503
Alex Ovechkin 2018,Alex Ovechkin,2018,L,32.039,75,238,78.0,81.0,79.0,82,82,5.0355,3.8181,4.2935,3.7238,4.2083,0.4484,0.6743,0.1423,0.7506,0.5524,0.1495,0.1798,0.6167,0.6005,0.5524,1.0693,1.164,0.5307,0.9825,1.391,0.4543750000000001,1.2221,0.582,0.3538,0.786,1.0432,0.30722499999999986,0.9166,1.7461,1.5921,2.3579,1.391,7.8764,8.0125,8.162,7.0503,6.8262
Alex Ovechkin 2019,Alex Ovechkin,2019,L,33.039,75,238,81.0,79.0,82.0,82,81,3.8181,4.2935,3.7238,4.2083,4.4292,0.6743,0.1423,0.7506,0.5524,0.8987,0.1798,0.6167,0.6005,0.5524,0.3595,1.164,0.5307,0.9825,1.391,1.0034,-0.01364999999999994,0.582,0.3538,0.786,1.0432,0.669,-0.02224999999999988,1.7461,1.5921,2.3579,1.391,1.3379,8.0125,8.162,7.0503,6.8262,6.9856
Alex Ovechkin 2020,Alex Ovechkin,2020,L,34.038,75,238,79.0,82.0,82.0,81,80,4.2935,3.7238,4.2083,4.4292,4.8571,0.1423,0.7506,0.5524,0.8987,0.5638,0.6167,0.6005,0.5524,0.3595,0.2255,0.5307,0.9825,1.391,1.0034,0.545,-0.43189999999999995,0.3538,0.786,1.0432,0.669,0.3633,-0.34969999999999996,1.5921,2.3579,1.391,1.3379,1.8166,8.162,7.0503,6.8262,6.9856,7.4972
Alex Ovechkin 2021,Alex Ovechkin,2021,L,35.04,75,238,82.0,82.0,81.0,80,65,3.7238,4.2083,4.4292,4.8571,4.1456,0.7506,0.5524,0.8987,0.5638,0.6096,0.6005,0.5524,0.3595,0.2255,0.2613,0.9825,1.391,1.0034,0.545,1.2865,0.306025,0.786,1.0432,0.669,0.3633,1.2865,0.571125,2.3579,1.391,1.3379,1.8166,1.6081,7.0503,6.8262,6.9856,7.4972,6.6931
Alex Ovechkin 2022,Alex Ovechkin,2022,L,36.039,75,238,82.0,81.0,80.0,65,77,4.2083,4.4292,4.8571,4.1456,4.7567,0.5524,0.8987,0.5638,0.6096,0.8383,0.5524,0.3595,0.2255,0.2613,0.4931,1.391,1.0034,0.545,1.2865,0.9829,-0.07357500000000006,1.0432,0.669,0.3633,1.2865,1.1467,0.3062,1.391,1.3379,1.8166,1.6081,2.2934,6.8262,6.9856,7.4972,6.6931,7.1636
Alex Ovechkin 2023,Alex Ovechkin,2023,L,37.039,75,238,81.0,80.0,65.0,77,73,4.4292,4.8571,4.1456,4.7567,4.7075,0.8987,0.5638,0.6096,0.8383,0.6378,0.3595,0.2255,0.2613,0.4931,0.5315,1.0034,0.545,1.2865,0.9829,1.0476,0.09315000000000007,0.669,0.3633,1.2865,1.1467,0.873,0.006624999999999992,1.3379,1.8166,1.6081,2.2934,1.9206,6.9856,7.4972,6.6931,7.1636,7.9494
Evgeni Malkin 2009,Evgeni Malkin,2009,C,22.172,75,195,,,,82,82,,,,5.0311,5.5598,,,,1.1791,1.7504,,,,0.5188,0.5988,,,,1.8907,1.1845,-0.7061999999999999,,,,1.4544,2.3689,0.9145000000000001,,,,2.327,1.9741,,,,6.9766,7.6319
Evgeni Malkin 2010,Evgeni Malkin,2010,C,23.171,75,195,,,82.0,82,67,,,5.0311,5.5598,4.8831,,,1.1791,1.7504,1.2605,,,0.5188,0.5988,0.6302,,,1.8907,1.1845,1.6505,0.1129,,,1.4544,2.3689,1.1004,-0.8112499999999998,,,2.327,1.9741,1.8339,,,6.9766,7.6319,7.6695
