,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 PP G/60,Y2 PP G/60,Y3 PP G/60,Y4 PP G/60,Y5 PP G/60,Y5 dPP G/60,Y1 PP ixG/60,Y2 PP ixG/60,Y3 PP ixG/60,Y4 PP ixG/60,Y5 PP ixG/60,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Phil Kessel 2011,Phil Kessel,2011,"C, R",22.999,71,208,,82.0,70.0,70,82,,2.1311,2.3786,3.8783,3.7691,,1.7167,2.8829,1.7681,2.3296,0.2070333333333334,,1.1414,1.9006,1.8294,1.6636,,0.7862,1.7213,1.207,0.8827,,0.7889,1.1837,0.9601,0.9398
Phil Kessel 2012,Phil Kessel,2012,"C, R",23.998,71,208,82.0,70.0,70.0,82,82,2.1311,2.3786,3.8783,3.7691,3.3441,1.7167,2.8829,1.7681,2.3296,2.1881,0.01377499999999987,1.1414,1.9006,1.8294,1.6636,1.4314,0.7862,1.7213,1.207,0.8827,1.1438,0.7889,1.1837,0.9601,0.9398,0.9423
Phil Kessel 2013,Phil Kessel,2013,"C, R",25.0,71,208,70.0,70.0,82.0,82,82,2.3786,3.8783,3.7691,3.3441,3.3208,2.8829,1.7681,2.3296,2.1881,2.2585,-0.03367499999999968,1.9006,1.8294,1.6636,1.4314,1.5229,1.7213,1.207,0.8827,1.1438,1.0657,1.1837,0.9601,0.9398,0.9423,0.7719
Phil Kessel 2014,Phil Kessel,2014,"C, R",25.999,71,208,70.0,82.0,82.0,82,82,3.8783,3.7691,3.3441,3.3208,3.1502,1.7681,2.3296,2.1881,2.2585,1.8582,-0.27787499999999987,1.8294,1.6636,1.4314,1.5229,1.8116,1.207,0.8827,1.1438,1.0657,1.214,0.9601,0.9398,0.9423,0.7719,0.8175
Phil Kessel 2015,Phil Kessel,2015,"C, R",26.999,71,208,82.0,82.0,82.0,82,82,3.7691,3.3441,3.3208,3.1502,3.6754,2.3296,2.1881,2.2585,1.8582,1.5927,-0.5658999999999998,1.6636,1.4314,1.5229,1.8116,1.5585,0.8827,1.1438,1.0657,1.214,0.7756,0.9398,0.9423,0.7719,0.8175,0.6783
Phil Kessel 2016,Phil Kessel,2016,"C, R",27.998,71,208,82.0,82.0,82.0,82,82,3.3441,3.3208,3.1502,3.6754,3.5138,2.1881,2.2585,1.8582,1.5927,0.8329,-1.141475,1.4314,1.5229,1.8116,1.5585,1.7013,1.1438,1.0657,1.214,0.7756,1.084,0.9423,0.7719,0.8175,0.6783,0.88
Phil Kessel 2017,Phil Kessel,2017,"C, R",29.0,71,208,82.0,82.0,82.0,82,82,3.3208,3.1502,3.6754,3.5138,3.5577,2.2585,1.8582,1.5927,0.8329,1.6453,0.009724999999999984,1.5229,1.8116,1.5585,1.7013,1.3294,1.0657,1.214,0.7756,1.084,0.7643,0.7719,0.8175,0.6783,0.88,0.6036
Phil Kessel 2018,Phil Kessel,2018,"C, R",29.999,71,208,82.0,82.0,82.0,82,82,3.1502,3.6754,3.5138,3.5577,3.7699,1.8582,1.5927,0.8329,1.6453,2.3291,0.8468249999999999,1.8116,1.5585,1.7013,1.3294,1.3227,1.214,0.7756,1.084,0.7643,1.0812,0.8175,0.6783,0.88,0.6036,0.7311
Phil Kessel 2019,Phil Kessel,2019,"C, R",30.999,71,208,82.0,82.0,82.0,82,82,3.6754,3.5138,3.5577,3.7699,3.2465,1.5927,0.8329,1.6453,2.3291,2.7046,1.1046,1.5585,1.7013,1.3294,1.3227,1.7337,0.7756,1.084,0.7643,1.0812,0.7459,0.6783,0.88,0.6036,0.7311,0.7205
Phil Kessel 2020,Phil Kessel,2020,"C, R",31.998,71,208,82.0,82.0,82.0,82,82,3.5138,3.5577,3.7699,3.2465,3.1502,0.8329,1.6453,2.3291,2.7046,2.4488,0.5708249999999999,1.7013,1.3294,1.3227,1.7337,1.2017,1.084,0.7643,1.0812,0.7459,0.3078,0.88,0.6036,0.7311,0.7205,0.5558
Phil Kessel 2021,Phil Kessel,2021,"C, R",33.0,71,208,82.0,82.0,82.0,82,82,3.5577,3.7699,3.2465,3.1502,2.8539,1.6453,2.3291,2.7046,2.4488,1.5017,-0.7802500000000001,1.3294,1.3227,1.7337,1.2017,0.8345,0.7643,1.0812,0.7459,0.3078,1.2074,0.6036,0.7311,0.7205,0.5558,0.6195
Phil Kessel 2022,Phil Kessel,2022,"C, R",34.0,71,208,82.0,82.0,82.0,82,82,3.7699,3.2465,3.1502,2.8539,2.7136,2.3291,2.7046,2.4488,1.5017,0.5393,-1.70675,1.3227,1.7337,1.2017,0.8345,1.1067,1.0812,0.7459,0.3078,1.2074,0.3156,0.7311,0.7205,0.5558,0.6195,0.7097
Phil Kessel 2023,Phil Kessel,2023,"C, R",34.999,71,208,82.0,82.0,82.0,82,82,3.2465,3.1502,2.8539,2.7136,1.4504,2.7046,2.4488,1.5017,0.5393,1.009,-0.7896000000000001,1.7337,1.2017,0.8345,1.1067,1.2591,0.7459,0.3078,1.2074,0.3156,0.7738,0.7205,0.5558,0.6195,0.7097,0.7399
Nicklas Backstrom 2011,Nicklas Backstrom,2011,C,22.856,73,202,,82.0,82.0,82,77,,4.0557,3.863,3.6376,3.3236,,0.5412,2.6518,2.2127,0.9378,-0.8641000000000001,,0.9305,1.4181,1.6557,1.5509,,0.5486,0.3852,1.0238,0.6459,,0.6031,0.6805,0.7206,0.7798
Nicklas Backstrom 2012,Nicklas Backstrom,2012,C,23.856,73,202,82.0,82.0,82.0,77,42,4.0557,3.863,3.6376,3.3236,3.3373,0.5412,2.6518,2.2127,0.9378,1.2842,-0.3016749999999999,0.9305,1.4181,1.6557,1.5509,1.1563,0.5486,0.3852,1.0238,0.6459,1.0603,0.6031,0.6805,0.7206,0.7798,0.6212
Nicklas Backstrom 2013,Nicklas Backstrom,2013,C,24.858,73,202,82.0,82.0,77.0,42,82,3.863,3.6376,3.3236,3.3373,3.5694,2.6518,2.2127,0.9378,1.2842,1.0506,-0.721025,1.4181,1.6557,1.5509,1.1563,0.9981,0.3852,1.0238,0.6459,1.0603,0.4222,0.6805,0.7206,0.7798,0.6212,0.581
Nicklas Backstrom 2014,Nicklas Backstrom,2014,C,25.857,73,202,82.0,77.0,42.0,82,82,3.6376,3.3236,3.3373,3.5694,3.672,2.2127,0.9378,1.2842,1.0506,1.1956,-0.1757249999999999,1.6557,1.5509,1.1563,0.9981,1.4919,1.0238,0.6459,1.0603,0.4222,0.5328,0.7206,0.7798,0.6212,0.581,0.613
Nicklas Backstrom 2015,Nicklas Backstrom,2015,C,26.856,73,202,77.0,42.0,82.0,82,82,3.3236,3.3373,3.5694,3.672,3.0982,0.9378,1.2842,1.0506,1.1956,0.7085,-0.40854999999999986,1.5509,1.1563,0.9981,1.4919,0.8966,0.6459,1.0603,0.4222,0.5328,0.667,0.7798,0.6212,0.581,0.613,0.5708
Nicklas Backstrom 2016,Nicklas Backstrom,2016,C,27.856,73,202,42.0,82.0,82.0,82,75,3.3373,3.5694,3.672,3.0982,3.0656,1.2842,1.0506,1.1956,0.7085,0.7829,-0.276825,1.1563,0.9981,1.4919,0.8966,0.766,1.0603,0.4222,0.5328,0.667,0.8936,0.6212,0.581,0.613,0.5708,0.5182
Nicklas Backstrom 2017,Nicklas Backstrom,2017,C,28.858,73,202,82.0,82.0,82.0,75,82,3.5694,3.672,3.0982,3.0656,3.0612,1.0506,1.1956,0.7085,0.7829,1.9122,0.9777999999999999,0.9981,1.4919,0.8966,0.766,1.0956,0.4222,0.5328,0.667,0.8936,0.7573,0.581,0.613,0.5708,0.5182,0.6523
Nicklas Backstrom 2018,Nicklas Backstrom,2018,C,29.857,73,202,82.0,82.0,75.0,82,81,3.672,3.0982,3.0656,3.0612,3.5305,1.1956,0.7085,0.7829,1.9122,1.4687,0.31889999999999996,1.4919,0.8966,0.766,1.0956,1.2071,0.5328,0.667,0.8936,0.7573,0.682,0.613,0.5708,0.5182,0.6523,0.6237
Nicklas Backstrom 2019,Nicklas Backstrom,2019,C,30.856,73,202,82.0,75.0,82.0,81,80,3.0982,3.0656,3.0612,3.5305,3.7146,0.7085,0.7829,1.9122,1.4687,1.4133,0.19522499999999998,0.8966,0.766,1.0956,1.2071,1.0736,0.667,0.8936,0.7573,0.682,0.735,0.5708,0.5182,0.6523,0.6237,0.6894
Nicklas Backstrom 2020,Nicklas Backstrom,2020,C,31.856,73,202,75.0,82.0,81.0,80,71,3.0656,3.0612,3.5305,3.7146,3.7421,0.7829,1.9122,1.4687,1.4133,0.5257,-0.868575,0.766,1.0956,1.2071,1.0736,1.0874,0.8936,0.7573,0.682,0.735,0.6578,0.5182,0.6523,0.6237,0.6894,0.6261
Nicklas Backstrom 2021,Nicklas Backstrom,2021,C,32.858,73,202,82.0,81.0,80.0,71,80,3.0612,3.5305,3.7146,3.7421,3.0579,1.9122,1.4687,1.4133,0.5257,1.7838,0.45382500000000014,1.0956,1.2071,1.0736,1.0874,1.5669,0.7573,0.682,0.735,0.6578,0.7186,0.6523,0.6237,0.6894,0.6261,0.5006
Nicklas Backstrom 2022,Nicklas Backstrom,2022,C,33.857,73,202,81.0,80.0,71.0,80,47,3.5305,3.7146,3.7421,3.0579,3.6702,1.4687,1.4133,0.5257,1.7838,0.3478,-0.9500749999999999,1.2071,1.0736,1.0874,1.5669,1.1356,0.682,0.735,0.6578,0.7186,0.4656,0.6237,0.6894,0.6261,0.5006,0.4367
Nicklas Backstrom 2023,Nicklas Backstrom,2023,C,34.857,73,202,80.0,71.0,80.0,47,39,3.7146,3.7421,3.0579,3.6702,3.0064,1.4133,0.5257,1.7838,0.3478,3.0704,2.0527499999999996,1.0736,1.0874,1.5669,1.1356,1.4258,0.735,0.6578,0.7186,0.4656,0.112,0.6894,0.6261,0.5006,0.4367,0.6826
Jonathan Toews 2011,Jonathan Toews,2011,C,22.424,74,201,,64.0,82.0,76,80,,3.5703,3.9722,3.0254,3.1029,,1.8381,2.2105,2.3485,2.4171,0.28473333333333306,,1.6601,1.7565,2.9738,2.1623,,1.1758,1.1493,0.7681,1.0022,,0.7299,0.727,0.8878,0.8346
Jonathan Toews 2012,Jonathan Toews,2012,C,23.423,74,201,64.0,82.0,76.0,80,59,3.5703,3.9722,3.0254,3.1029,3.2825,1.8381,2.2105,2.3485,2.4171,1.5491,-0.65445,1.6601,1.7565,2.9738,2.1623,1.6077,1.1758,1.1493,0.7681,1.0022,1.3636,0.7299,0.727,0.8878,0.8346,1.0372
Jonathan Toews 2013,Jonathan Toews,2013,C,24.425,74,201,82.0,76.0,80.0,59,80,3.9722,3.0254,3.1029,3.2825,2.6844,2.2105,2.3485,2.4171,1.5491,0.9511,-1.1802000000000001,1.7565,2.9738,2.1623,1.6077,1.3247,1.1493,0.7681,1.0022,1.3636,1.5914,0.727,0.8878,0.8346,1.0372,1.0882
Jonathan Toews 2014,Jonathan Toews,2014,C,25.424,74,201,76.0,80.0,59.0,80,76,3.0254,3.1029,3.2825,2.6844,3.1686,2.3485,2.4171,1.5491,0.9511,1.2458,-0.5706499999999999,2.9738,2.1623,1.6077,1.3247,1.5176,0.7681,1.0022,1.3636,1.5914,1.0032,0.8878,0.8346,1.0372,1.0882,0.7814
Jonathan Toews 2015,Jonathan Toews,2015,C,26.424,74,201,80.0,59.0,80.0,76,81,3.1029,3.2825,2.6844,3.1686,3.3588,2.4171,1.5491,0.9511,1.2458,1.3232,-0.21757500000000007,2.1623,1.6077,1.3247,1.5176,2.3807,1.0022,1.3636,1.5914,1.0032,1.0003,0.8346,1.0372,1.0882,0.7814,0.722
Jonathan Toews 2016,Jonathan Toews,2016,C,27.423,74,201,59.0,80.0,76.0,81,80,3.2825,2.6844,3.1686,3.3588,2.446,1.5491,0.9511,1.2458,1.3232,1.8397,0.5724,1.6077,1.3247,1.5176,2.3807,1.7826,1.3636,1.5914,1.0032,1.0003,0.8775,1.0372,1.0882,0.7814,0.722,0.8181
Jonathan Toews 2017,Jonathan Toews,2017,C,28.425,74,201,80.0,76.0,81.0,80,72,2.6844,3.1686,3.3588,2.446,2.6764,0.9511,1.2458,1.3232,1.8397,1.8682,0.5282500000000001,1.3247,1.5176,2.3807,1.7826,2.5084,1.5914,1.0032,1.0003,0.8775,0.7726,1.0882,0.7814,0.722,0.8181,0.9359
Jonathan Toews 2018,Jonathan Toews,2018,C,29.424,74,201,76.0,81.0,80.0,72,74,3.1686,3.3588,2.446,2.6764,3.1441,1.2458,1.3232,1.8397,1.8682,0.5158,-1.0534249999999998,1.5176,2.3807,1.7826,2.5084,1.7914,1.0032,1.0003,0.8775,0.7726,0.9833,0.7814,0.722,0.8181,0.9359,1.0506
Jonathan Toews 2019,Jonathan Toews,2019,C,30.424,74,201,81.0,80.0,72.0,74,82,3.3588,2.446,2.6764,3.1441,3.2715,1.3232,1.8397,1.8682,0.5158,2.0129,0.6261750000000001,2.3807,1.7826,2.5084,1.7914,1.719,1.0003,0.8775,0.7726,0.9833,1.0987,0.722,0.8181,0.9359,1.0506,0.9519
Jonathan Toews 2020,Jonathan Toews,2020,C,31.423,74,201,80.0,72.0,74.0,82,82,2.446,2.6764,3.1441,3.2715,3.3076,1.8397,1.8682,0.5158,2.0129,0.2591,-1.3000500000000001,1.7826,2.5084,1.7914,1.719,1.935,0.8775,0.7726,0.9833,1.0987,0.9479,0.8181,0.9359,1.0506,0.9519,0.8504
Alex Killorn 2016,Alex Killorn,2016,L,26.046,73,194,,64.0,82.0,71,81,,1.9066,1.9272,2.0394,2.3014,,0.8282,1.139,0.4144,0.9656,0.1717333333333333,,1.0939,1.6517,1.431,2.0398,,0.6877,0.6963,0.7811,0.581,,0.7917,0.8016,0.8483,0.7629
Alex Killorn 2017,Alex Killorn,2017,L,27.048,73,194,64.0,82.0,71.0,81,81,1.9066,1.9272,2.0394,2.3014,2.4031,0.8282,1.139,0.4144,0.9656,1.233,0.3962000000000001,1.0939,1.6517,1.431,2.0398,1.1019,0.6877,0.6963,0.7811,0.581,0.7324,0.7917,0.8016,0.8483,0.7629,0.7994
Alex Killorn 2018,Alex Killorn,2018,L,28.047,73,194,82.0,71.0,81.0,81,82,1.9272,2.0394,2.3014,2.4031,2.8514,1.139,0.4144,0.9656,1.233,0.5132,-0.42480000000000007,1.6517,1.431,2.0398,1.1019,1.3807,0.6963,0.7811,0.581,0.7324,0.7964,0.8016,0.8483,0.7629,0.7994,0.8114
Alex Killorn 2019,Alex Killorn,2019,L,29.047,73,194,71.0,81.0,81.0,82,82,2.0394,2.3014,2.4031,2.8514,1.3628,0.4144,0.9656,1.233,0.5132,1.0738,0.2922500000000001,1.431,2.0398,1.1019,1.3807,1.7241,0.7811,0.581,0.7324,0.7964,0.949,0.8483,0.7629,0.7994,0.8114,0.9813
Alex Killorn 2020,Alex Killorn,2020,L,30.046,73,194,81.0,81.0,82.0,82,80,2.3014,2.4031,2.8514,1.3628,2.5924,0.9656,1.233,0.5132,1.0738,2.7229,1.7765,2.0398,1.1019,1.3807,1.7241,1.8024,0.581,0.7324,0.7964,0.949,1.2209,0.7629,0.7994,0.8114,0.9813,0.7858
Alex Killorn 2021,Alex Killorn,2021,L,31.048,73,194,81.0,82.0,82.0,80,82,2.4031,2.8514,1.3628,2.5924,3.028,1.233,0.5132,1.0738,2.7229,1.7692,0.383475,1.1019,1.3807,1.7241,1.8024,1.7451,0.7324,0.7964,0.949,1.2209,0.823,0.7994,0.8114,0.9813,0.7858,0.8158
Alex Killorn 2022,Alex Killorn,2022,L,32.047,73,194,82.0,82.0,80.0,82,82,2.8514,1.3628,2.5924,3.028,3.2014,0.5132,1.0738,2.7229,1.7692,1.3713,-0.14847500000000013,1.3807,1.7241,1.8024,1.7451,1.9913,0.7964,0.949,1.2209,0.823,1.0162,0.8114,0.9813,0.7858,0.8158,0.8807
Alex Killorn 2023,Alex Killorn,2023,L,33.047,73,194,82.0,80.0,82.0,82,82,1.3628,2.5924,3.028,3.2014,2.1301,1.0738,2.7229,1.7692,1.3713,1.0305,-0.7038000000000002,1.7241,1.8024,1.7451,1.9913,2.2229,0.949,1.2209,0.823,1.0162,1.2767,0.9813,0.7858,0.8158,0.8807,0.9148
Jamie Benn 2013,Jamie Benn,2013,L,23.207,74,205,,82.0,69.0,71,70,,1.9299,2.3002,2.2655,3.3183,,0.7583,2.2682,0.746,1.323,0.06549999999999989,,1.8331,2.0779,1.2834,1.45,,1.1506,0.7412,1.287,0.8165,,0.7994,0.7557,0.9091,0.8579
Jamie Benn 2014,Jamie Benn,2014,L,24.206,74,205,82.0,69.0,71.0,70,81,1.9299,2.3002,2.2655,3.3183,3.6712,0.7583,2.2682,0.746,1.323,1.0089,-0.2649750000000002,1.8331,2.0779,1.2834,1.45,1.8403,1.1506,0.7412,1.287,0.8165,1.4079,0.7994,0.7557,0.9091,0.8579,1.0625
Jamie Benn 2015,Jamie Benn,2015,L,25.205,74,205,69.0,71.0,70.0,81,82,2.3002,2.2655,3.3183,3.6712,3.5669,2.2682,0.746,1.323,1.0089,2.0514,0.7148750000000001,2.0779,1.2834,1.45,1.8403,1.9106,0.7412,1.287,0.8165,1.4079,1.1293,0.7557,0.9091,0.8579,1.0625,1.035
Jamie Benn 2016,Jamie Benn,2016,L,26.205,74,205,71.0,70.0,81.0,82,82,2.2655,3.3183,3.6712,3.5669,3.1854,0.746,1.323,1.0089,2.0514,3.9051,2.622775,1.2834,1.45,1.8403,1.9106,2.5954,1.287,0.8165,1.4079,1.1293,1.0544,0.9091,0.8579,1.0625,1.035,0.9904
Jamie Benn 2017,Jamie Benn,2017,L,27.207,74,205,70.0,81.0,82.0,82,77,3.3183,3.6712,3.5669,3.1854,3.1069,1.323,1.0089,2.0514,3.9051,3.0096,0.9375,1.45,1.8403,1.9106,2.5954,1.9734,0.8165,1.4079,1.1293,1.0544,0.6853,0.8579,1.0625,1.035,0.9904,0.6777
Jamie Benn 2018,Jamie Benn,2018,L,28.206,74,205,81.0,82.0,82.0,77,82,3.6712,3.5669,3.1854,3.1069,3.0482,1.0089,2.0514,3.9051,3.0096,2.1604,-0.3333499999999998,1.8403,1.9106,2.5954,1.9734,2.5974,1.4079,1.1293,1.0544,0.6853,1.2373,1.0625,1.035,0.9904,0.6777,0.8574
Jamie Benn 2019,Jamie Benn,2019,L,29.205,74,205,82.0,82.0,77.0,82,78,3.5669,3.1854,3.1069,3.0482,2.6387,2.0514,3.9051,3.0096,2.1604,2.3322,-0.4494250000000002,1.9106,2.5954,1.9734,2.5974,2.5994,1.1293,1.0544,0.6853,1.2373,0.9601,1.035,0.9904,0.6777,0.8574,0.7818
Jamie Benn 2020,Jamie Benn,2020,L,30.205,74,205,82.0,77.0,82.0,78,81,3.1854,3.1069,3.0482,2.6387,2.4099,3.9051,3.0096,2.1604,2.3322,2.8866,0.03477500000000022,2.5954,1.9734,2.5974,2.5994,2.3323,1.0544,0.6853,1.2373,0.9601,0.7004,0.9904,0.6777,0.8574,0.7818,0.8724
Jamie Benn 2021,Jamie Benn,2021,L,31.207,74,205,77.0,82.0,78.0,81,76,3.1069,3.0482,2.6387,2.4099,2.6038,3.0096,2.1604,2.3322,2.8866,1.3294,-1.2678,1.9734,2.5974,2.5994,2.3323,1.5788,0.6853,1.2373,0.9601,0.7004,0.631,0.6777,0.8574,0.7818,0.8724,0.6791
Jamie Benn 2022,Jamie Benn,2022,L,32.206,74,205,82.0,78.0,81.0,76,82,3.0482,2.6387,2.4099,2.6038,2.0368,2.1604,2.3322,2.8866,1.3294,1.0777,-1.09945,2.5974,2.5994,2.3323,1.5788,2.0478,1.2373,0.9601,0.7004,0.631,0.7357,0.8574,0.7818,0.8724,0.6791,0.9174
Jamie Benn 2023,Jamie Benn,2023,L,33.206,74,205,78.0,81.0,76.0,82,82,2.6387,2.4099,2.6038,2.0368,2.9319,2.3322,2.8866,1.3294,1.0777,3.2444,1.3379250000000003,2.5994,2.3323,1.5788,2.0478,2.7918,0.9601,0.7004,0.631,0.7357,1.1061,0.7818,0.8724,0.6791,0.9174,0.9238
Nick Bonino 2016,Nick Bonino,2016,C,27.448,73,195,50.0,46.0,77.0,75,63,0.7473,1.8877,2.8539,1.8678,1.5976,0.0,1.1772,1.9113,0.4283,1.1923,0.31309999999999993,2.8042,1.2053,2.1606,1.2691,1.1129,0.5148,0.6958,1.0029,0.8563,0.48,0.7304,0.6536,0.7465,0.9141,0.8315
Nick Bonino 2017,Nick Bonino,2017,C,28.45,73,195,46.0,77.0,75.0,63,80,1.8877,2.8539,1.8678,1.5976,1.7554,1.1772,1.9113,0.4283,1.1923,2.5635,1.3862249999999998,1.2053,2.1606,1.2691,1.1129,1.3945,0.6958,1.0029,0.8563,0.48,0.6547,0.6536,0.7465,0.9141,0.8315,0.7541
Nick Bonino 2022,Nick Bonino,2022,C,33.449,73,195,71.0,81.0,79.0,80,80,0.6707,1.6465,1.4381,1.9158,1.875,0.0,1.3497,0.6227,1.7083,1.2,0.279825,1.0926,1.9832,1.2826,1.0219,2.2547,0.788,0.816,1.2211,0.6929,0.6856,0.7198,0.5455,0.9058,0.5376,0.7383
Nick Bonino 2023,Nick Bonino,2023,C,34.449,73,195,81.0,79.0,80.0,80,62,1.6465,1.4381,1.9158,1.875,1.5618,1.3497,0.6227,1.7083,1.2,0.0,-1.220175,1.9832,1.2826,1.0219,2.2547,0.8209,0.816,1.2211,0.6929,0.6856,0.8029,0.5455,0.9058,0.5376,0.7383,1.0424
Pat Maroon 2022,Pat Maroon,2022,L,33.441,75,234,,74.0,75.0,80,81,,1.9705,1.4781,1.6161,1.2868,,0.823,0.6342,1.3501,1.7269,0.7911333333333335,,1.6986,0.9708,0.4958,0.93,,0.532,0.6959,0.2212,0.5351,,0.4694,0.5346,0.3265,0.5062
James van Riemsdyk 2013,James van Riemsdyk,2013,L,23.412,75,208,,78.0,75.0,43,82,,1.4254,1.3147,2.7849,2.8306,,2.1586,1.8256,1.0021,2.208,0.5459000000000003,,2.4362,1.6854,1.6891,1.9849,,0.7365,1.0948,1.0163,1.0736,,0.8679,0.7985,0.9762,0.8149
James van Riemsdyk 2014,James van Riemsdyk,2014,L,24.411,75,208,78.0,75.0,43.0,82,80,1.4254,1.3147,2.7849,2.8306,3.1585,2.1586,1.8256,1.0021,2.208,2.1371,0.3385250000000002,2.4362,1.6854,1.6891,1.9849,2.3827,0.7365,1.0948,1.0163,1.0736,0.8668,0.8679,0.7985,0.9762,0.8149,0.8472
James van Riemsdyk 2015,James van Riemsdyk,2015,L,25.411,75,208,75.0,43.0,82.0,80,82,1.3147,2.7849,2.8306,3.1585,3.5388,1.8256,1.0021,2.208,2.1371,1.8609,0.06769999999999987,1.6854,1.6891,1.9849,2.3827,2.1236,1.0948,1.0163,1.0736,0.8668,0.8347,0.7985,0.9762,0.8149,0.8472,0.8426
James van Riemsdyk 2016,James van Riemsdyk,2016,L,26.41,75,208,43.0,82.0,80.0,82,40,2.7849,2.8306,3.1585,3.5388,2.7588,1.0021,2.208,2.1371,1.8609,2.7186,0.9165749999999999,1.6891,1.9849,2.3827,2.1236,3.2746,1.0163,1.0736,0.8668,0.8347,0.902,0.9762,0.8149,0.8472,0.8426,0.9326
James van Riemsdyk 2017,James van Riemsdyk,2017,L,27.412,75,208,82.0,80.0,82.0,40,82,2.8306,3.1585,3.5388,2.7588,2.4122,2.208,2.1371,1.8609,2.7186,1.82,-0.4111499999999999,1.9849,2.3827,2.1236,3.2746,2.5146,1.0736,0.8668,0.8347,0.902,1.252,0.8149,0.8472,0.8426,0.9326,0.8553
James van Riemsdyk 2018,James van Riemsdyk,2018,L,28.411,75,208,80.0,82.0,40.0,82,81,3.1585,3.5388,2.7588,2.4122,2.2864,2.1371,1.8609,2.7186,1.82,3.5637,1.4295499999999999,2.3827,2.1236,3.2746,2.5146,4.9657,0.8668,0.8347,0.902,1.252,1.4709,0.8472,0.8426,0.9326,0.8553,1.121
James van Riemsdyk 2019,James van Riemsdyk,2019,L,29.411,75,208,82.0,40.0,82.0,81,66,3.5388,2.7588,2.4122,2.2864,2.7722,1.8609,2.7186,1.82,3.5637,2.6234,0.13260000000000005,2.1236,3.2746,2.5146,4.9657,2.6149,0.8347,0.902,1.252,1.4709,1.2495,0.8426,0.9326,0.8553,1.121,0.7201
James van Riemsdyk 2020,James van Riemsdyk,2020,L,30.41,75,208,40.0,82.0,81.0,66,77,2.7588,2.4122,2.2864,2.7722,2.5467,2.7186,1.82,3.5637,2.6234,1.4279,-1.253525,3.2746,2.5146,4.9657,2.6149,2.2519,0.902,1.252,1.4709,1.2495,1.1133,0.9326,0.8553,1.121,0.7201,0.9028
James van Riemsdyk 2021,James van Riemsdyk,2021,L,31.412,75,208,82.0,81.0,66.0,77,82,2.4122,2.2864,2.7722,2.5467,2.7083,1.82,3.5637,2.6234,1.4279,3.956,1.5972499999999998,2.5146,4.9657,2.6149,2.2519,2.6516,1.252,1.4709,1.2495,1.1133,0.5444,0.8553,1.121,0.7201,0.9028,0.5351
James van Riemsdyk 2022,James van Riemsdyk,2022,L,32.412,75,208,81.0,66.0,77.0,82,82,2.2864,2.7722,2.5467,2.7083,2.6177,3.5637,2.6234,1.4279,3.956,2.5157,-0.3770500000000001,4.9657,2.6149,2.2519,2.6516,2.7387,1.4709,1.2495,1.1133,0.5444,0.8152,1.121,0.7201,0.9028,0.5351,0.7842
James van Riemsdyk 2023,James van Riemsdyk,2023,L,33.411,75,208,66.0,77.0,82.0,82,61,2.7722,2.5467,2.7083,2.6177,2.1869,2.6234,1.4279,3.956,2.5157,0.8996,-1.73115,2.6149,2.2519,2.6516,2.7387,2.1058,1.2495,1.1133,0.5444,0.8152,0.7474,0.7201,0.9028,0.5351,0.7842,0.7853
Sam Gagner 2011,Sam Gagner,2011,C,21.142,71,201,,79.0,76.0,68,68,,2.8241,3.0594,2.6436,2.965,,1.0758,1.5483,2.0026,0.8928,-0.6494333333333333,,1.1821,1.0329,1.411,1.2914,,0.5365,0.5888,0.5867,0.6736,,0.5279,0.6509,0.7329,0.5894
Sam Gagner 2012,Sam Gagner,2012,C,22.142,71,201,79.0,76.0,68.0,68,75,2.8241,3.0594,2.6436,2.965,2.4649,1.0758,1.5483,2.0026,0.8928,1.9473,0.5674249999999998,1.1821,1.0329,1.411,1.2914,1.6756,0.5365,0.5888,0.5867,0.6736,0.6545,0.5279,0.6509,0.7329,0.5894,0.5958
Sam Gagner 2013,Sam Gagner,2013,C,23.144,71,201,76.0,68.0,68.0,75,82,3.0594,2.6436,2.965,2.4649,2.9649,1.5483,2.0026,0.8928,1.9473,1.6864,0.0886499999999999,1.0329,1.411,1.2914,1.6756,1.1198,0.5888,0.5867,0.6736,0.6545,0.8419,0.6509,0.7329,0.5894,0.5958,0.6369
Sam Gagner 2014,Sam Gagner,2014,C,24.143,71,201,68.0,68.0,75.0,82,67,2.6436,2.965,2.4649,2.9649,2.6117,2.0026,0.8928,1.9473,1.6864,0.3429,-1.289375,1.411,1.2914,1.6756,1.1198,1.132,0.5867,0.6736,0.6545,0.8419,0.5248,0.7329,0.5894,0.5958,0.6369,0.5224
Sam Gagner 2015,Sam Gagner,2015,C,25.142,71,201,68.0,75.0,82.0,67,81,2.965,2.4649,2.9649,2.6117,2.2566,0.8928,1.9473,1.6864,0.3429,1.9695,0.7521500000000001,1.2914,1.6756,1.1198,1.132,1.4214,0.6736,0.6545,0.8419,0.5248,0.4458,0.5894,0.5958,0.6369,0.5224,0.5753
