,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PK ATOI,Y2 PK ATOI,Y3 PK ATOI,Y4 PK ATOI,Y5 PK ATOI,Y5 dPK ATOI
Kevin Shattenkirk 2020,Kevin Shattenkirk,2020,D,30.67,72,212,72.0,80.0,46.0,73,82,1.9106,0.3075,0.075,0.4358,0.3552,-0.32702499999999995
Kevin Shattenkirk 2021,Kevin Shattenkirk,2021,D,31.672,72,212,80.0,46.0,73.0,82,80,0.3075,0.075,0.4358,0.3552,0.6764,0.383025
Kevin Shattenkirk 2022,Kevin Shattenkirk,2022,D,32.672,72,212,46.0,73.0,82.0,80,82,0.075,0.4358,0.3552,0.6764,2.189,1.8034000000000001
Kevin Shattenkirk 2023,Kevin Shattenkirk,2023,D,33.671,72,212,73.0,82.0,80.0,82,75,0.4358,0.3552,0.6764,2.189,1.3084,0.3943
Brendan Smith 2015,Brendan Smith,2015,D,25.643,74,200,,14.0,58.0,71,76,,0.0679,1.2794,0.8183,1.2458,0.5239333333333334
Brendan Smith 2016,Brendan Smith,2016,D,26.643,74,200,14.0,58.0,71.0,76,63,0.0679,1.2794,0.8183,1.2458,1.1431,0.29025
Brendan Smith 2017,Brendan Smith,2017,D,27.645,74,200,58.0,71.0,76.0,63,51,1.2794,0.8183,1.2458,1.1431,1.8797,0.7580499999999999
Brendan Smith 2018,Brendan Smith,2018,D,28.644,74,200,71.0,76.0,63.0,51,44,0.8183,1.2458,1.1431,1.8797,1.4216,0.14987499999999998
Brendan Smith 2019,Brendan Smith,2019,D,29.644,74,200,76.0,63.0,51.0,44,63,1.2458,1.1431,1.8797,1.4216,1.6008,0.17825000000000002
Brendan Smith 2020,Brendan Smith,2020,D,30.643,74,200,63.0,51.0,44.0,63,73,1.1431,1.8797,1.4216,1.6008,2.0414,0.5301
Brendan Smith 2021,Brendan Smith,2021,D,31.645,74,200,51.0,44.0,63.0,73,70,1.8797,1.4216,1.6008,2.0414,1.2375,-0.498375
Brendan Smith 2022,Brendan Smith,2022,D,32.644,74,200,44.0,63.0,73.0,70,45,1.4216,1.6008,2.0414,1.2375,1.0878,-0.48752499999999976
Brendan Smith 2023,Brendan Smith,2023,D,33.644,74,200,63.0,73.0,70.0,45,60,1.6008,2.0414,1.2375,1.0878,1.5936,0.10172499999999984
Robert Bortuzzo 2016,Robert Bortuzzo,2016,D,26.539,76,216,6.0,25.0,54.0,51,40,0.6194,0.6522,1.312,0.9686,0.9488,0.06074999999999997
Robert Bortuzzo 2020,Robert Bortuzzo,2020,D,30.539,76,216,40.0,38.0,72.0,59,49,0.9488,0.875,1.3681,2.3497,2.4968,1.1114
Robert Bortuzzo 2021,Robert Bortuzzo,2021,D,31.541,76,216,38.0,72.0,59.0,49,58,0.875,1.3681,2.3497,2.4968,1.6592,-0.11319999999999997
Robert Bortuzzo 2022,Robert Bortuzzo,2022,D,32.54,76,216,72.0,59.0,49.0,58,73,1.3681,2.3497,2.4968,1.6592,2.1368,0.16835
Robert Bortuzzo 2023,Robert Bortuzzo,2023,D,33.54,76,216,59.0,49.0,58.0,73,43,2.3497,2.4968,1.6592,2.1368,1.9066,-0.25402499999999995
Ryan McDonagh 2013,Ryan McDonagh,2013,D,23.302,73,215,,,40.0,82,80,,,1.5125,3.0687,2.7035,0.41290000000000004
Ryan McDonagh 2014,Ryan McDonagh,2014,D,24.302,73,215,,40.0,82.0,80,77,,1.5125,3.0687,2.7035,2.7171,0.2888666666666664
Ryan McDonagh 2015,Ryan McDonagh,2015,D,25.301,73,215,40.0,82.0,80.0,77,71,1.5125,3.0687,2.7035,2.7171,2.6174,0.11695000000000011
Ryan McDonagh 2016,Ryan McDonagh,2016,D,26.301,73,215,82.0,80.0,77.0,71,73,3.0687,2.7035,2.7171,2.6174,2.6568,-0.11987499999999995
Ryan McDonagh 2017,Ryan McDonagh,2017,D,27.303,73,215,80.0,77.0,71.0,73,77,2.7035,2.7171,2.6174,2.6568,2.3418,-0.3319000000000001
Ryan McDonagh 2018,Ryan McDonagh,2018,D,28.302,73,215,77.0,71.0,73.0,77,63,2.7171,2.6174,2.6568,2.3418,3.0746,0.49132500000000023
Ryan McDonagh 2019,Ryan McDonagh,2019,D,29.301,73,215,71.0,73.0,77.0,63,82,2.6174,2.6568,2.3418,3.0746,3.1437,0.47104999999999997
Ryan McDonagh 2020,Ryan McDonagh,2020,D,30.301,73,215,73.0,77.0,63.0,82,58,2.6568,2.3418,3.0746,3.1437,3.3087,0.5044749999999998
Ryan McDonagh 2021,Ryan McDonagh,2021,D,31.303,73,215,77.0,63.0,82.0,58,73,2.3418,3.0746,3.1437,3.3087,2.858,-0.10919999999999996
Ryan McDonagh 2022,Ryan McDonagh,2022,D,32.302,73,215,63.0,82.0,58.0,73,71,3.0746,3.1437,3.3087,2.858,3.2538,0.15755000000000008
Ryan McDonagh 2023,Ryan McDonagh,2023,D,33.301,73,215,82.0,58.0,73.0,71,71,3.1437,3.3087,2.858,3.2538,3.0824,-0.05865000000000009
Jake Muzzin 2015,Jake Muzzin,2015,D,25.608,75,227,11.0,,76.0,76,76,0.0045,,0.0467,0.448,0.9268,0.7604
Jake Muzzin 2016,Jake Muzzin,2016,D,26.607,75,227,,76.0,76.0,76,82,,0.0467,0.448,0.9268,2.5228,2.048966666666667
Jake Muzzin 2017,Jake Muzzin,2017,D,27.609,75,227,76.0,76.0,76.0,82,82,0.0467,0.448,0.9268,2.5228,2.1417,1.1556250000000001
Jake Muzzin 2018,Jake Muzzin,2018,D,28.609,75,227,76.0,76.0,82.0,82,74,0.448,0.9268,2.5228,2.1417,2.3466,0.836775
Jake Muzzin 2019,Jake Muzzin,2019,D,29.608,75,227,76.0,82.0,82.0,74,80,0.9268,2.5228,2.1417,2.3466,1.7598,-0.22467499999999996
Jake Muzzin 2020,Jake Muzzin,2020,D,30.607,75,227,82.0,82.0,74.0,80,62,2.5228,2.1417,2.3466,1.7598,2.5525,0.35977499999999996
Jake Muzzin 2021,Jake Muzzin,2021,D,31.609,75,227,82.0,74.0,80.0,62,77,2.1417,2.3466,1.7598,2.5525,2.5547,0.3545499999999997
Jake Muzzin 2022,Jake Muzzin,2022,D,32.609,75,227,74.0,80.0,62.0,77,47,2.3466,1.7598,2.5525,2.5547,2.6004,0.29700000000000015
Alec Martinez 2013,Alec Martinez,2013,D,25.186,73,210,,4.0,60.0,51,46,,0.1542,0.0767,0.1216,0.7327,0.6152
Alec Martinez 2014,Alec Martinez,2014,D,26.186,73,210,4.0,60.0,51.0,46,61,0.1542,0.0767,0.1216,0.7327,0.4306,0.1593
Alec Martinez 2015,Alec Martinez,2015,D,27.185,73,210,60.0,51.0,46.0,61,56,0.0767,0.1216,0.7327,0.4306,1.611,1.2706
Alec Martinez 2016,Alec Martinez,2016,D,28.184,73,210,51.0,46.0,61.0,56,78,0.1216,0.7327,0.4306,1.611,2.2645,1.540525
Alec Martinez 2017,Alec Martinez,2017,D,29.186,73,210,46.0,61.0,56.0,78,82,0.7327,0.4306,1.611,2.2645,2.2177,0.9579999999999997
Alec Martinez 2018,Alec Martinez,2018,D,30.186,73,210,61.0,56.0,78.0,82,77,0.4306,1.611,2.2645,2.2177,2.379,0.7480500000000001
Alec Martinez 2019,Alec Martinez,2019,D,31.185,73,210,56.0,78.0,82.0,77,60,1.611,2.2645,2.2177,2.379,1.8961,-0.22194999999999987
Alec Martinez 2020,Alec Martinez,2020,D,32.184,73,210,78.0,82.0,77.0,60,60,2.2645,2.2177,2.379,1.8961,1.6902,-0.4991249999999998
Alec Martinez 2021,Alec Martinez,2021,D,33.186,73,210,82.0,77.0,60.0,60,77,2.2177,2.379,1.8961,1.6902,2.3969,0.3511500000000001
Nick Holden 2016,Nick Holden,2016,D,28.381,76,210,,3.0,54.0,78,82,,0.0083,1.5568,1.9167,2.3205,1.1599
Nick Holden 2017,Nick Holden,2017,D,29.383,76,210,3.0,54.0,78.0,82,80,0.0083,1.5568,1.9167,2.3205,1.6871,0.2365250000000001
Nick Holden 2018,Nick Holden,2018,D,30.383,76,210,54.0,78.0,82.0,80,73,1.5568,1.9167,2.3205,1.6871,2.0037,0.1334249999999999
Nick Holden 2019,Nick Holden,2019,D,31.382,76,210,78.0,82.0,80.0,73,61,1.9167,2.3205,1.6871,2.0037,1.7445,-0.23750000000000004
Nick Holden 2020,Nick Holden,2020,D,32.381,76,210,82.0,80.0,73.0,61,71,2.3205,1.6871,2.0037,1.7445,1.9,-0.03895000000000004
Jason Demers 2012,Jason Demers,2012,D,23.311,73,195,,,51.0,75,57,,,0.6297,1.6004,0.1792,-0.9358500000000001
Jason Demers 2016,Jason Demers,2016,D,27.311,73,195,57.0,37.0,75.0,81,62,0.1792,1.3439,1.4213,1.6895,2.3901,1.231625
Jason Demers 2017,Jason Demers,2017,D,28.313,73,195,37.0,75.0,81.0,62,81,1.3439,1.4213,1.6895,2.3901,1.7488,0.037599999999999856
Jason Demers 2018,Jason Demers,2018,D,29.312,73,195,75.0,81.0,62.0,81,69,1.4213,1.6895,2.3901,1.7488,1.9725,0.16007499999999997
Drew Doughty 2011,Drew Doughty,2011,D,20.814,73,210,,,81.0,82,76,,,2.9658,2.0382,2.0509,-0.45109999999999983
Drew Doughty 2012,Drew Doughty,2012,D,21.813,73,210,,81.0,82.0,76,77,,2.9658,2.0382,2.0509,2.2961,-0.055533333333333434
Drew Doughty 2013,Drew Doughty,2013,D,22.815,73,210,81.0,82.0,76.0,77,82,2.9658,2.0382,2.0509,2.2961,2.1503,-0.18744999999999967
Drew Doughty 2014,Drew Doughty,2014,D,23.814,73,210,82.0,76.0,77.0,82,78,2.0382,2.0509,2.2961,2.1503,2.5983,0.4644250000000003
Drew Doughty 2015,Drew Doughty,2015,D,24.814,73,210,76.0,77.0,82.0,78,82,2.0509,2.2961,2.1503,2.5983,2.6644,0.39049999999999985
Drew Doughty 2016,Drew Doughty,2016,D,25.813,73,210,77.0,82.0,78.0,82,82,2.2961,2.1503,2.5983,2.6644,2.9463,0.5190250000000001
Drew Doughty 2017,Drew Doughty,2017,D,26.815,73,210,82.0,78.0,82.0,82,82,2.1503,2.5983,2.6644,2.9463,2.5636,-0.026225000000000165
Drew Doughty 2018,Drew Doughty,2018,D,27.815,73,210,78.0,82.0,82.0,82,82,2.5983,2.6644,2.9463,2.5636,2.7482,0.05505000000000004
Drew Doughty 2019,Drew Doughty,2019,D,28.814,73,210,82.0,82.0,82.0,82,82,2.6644,2.9463,2.5636,2.7482,2.4539,-0.2767249999999999
Drew Doughty 2020,Drew Doughty,2020,D,29.813,73,210,82.0,82.0,82.0,82,79,2.9463,2.5636,2.7482,2.4539,2.0978,-0.5802
Drew Doughty 2021,Drew Doughty,2021,D,30.815,73,210,82.0,82.0,82.0,79,82,2.5636,2.7482,2.4539,2.0978,2.1107,-0.355175
Alex Pietrangelo 2013,Alex Pietrangelo,2013,D,22.703,75,215,8.0,9.0,79.0,81,80,0.1854,0.1296,1.9926,3.2183,3.0266,1.6451250000000002
Alex Pietrangelo 2014,Alex Pietrangelo,2014,D,23.702,75,215,9.0,79.0,81.0,80,81,0.1296,1.9926,3.2183,3.0266,3.3667,1.2749249999999996
Alex Pietrangelo 2015,Alex Pietrangelo,2015,D,24.702,75,215,79.0,81.0,80.0,81,81,1.9926,3.2183,3.0266,3.3667,3.0796,0.17855
Alex Pietrangelo 2016,Alex Pietrangelo,2016,D,25.701,75,215,81.0,80.0,81.0,81,73,3.2183,3.0266,3.3667,3.0796,3.1808,0.008000000000000007
Alex Pietrangelo 2017,Alex Pietrangelo,2017,D,26.703,75,215,80.0,81.0,81.0,73,80,3.0266,3.3667,3.0796,3.1808,3.0173,-0.14612500000000006
Alex Pietrangelo 2018,Alex Pietrangelo,2018,D,27.702,75,215,81.0,81.0,73.0,80,78,3.3667,3.0796,3.1808,3.0173,2.3564,-0.8047000000000004
Alex Pietrangelo 2019,Alex Pietrangelo,2019,D,28.702,75,215,81.0,73.0,80.0,78,71,3.0796,3.1808,3.0173,2.3564,2.0582,-0.8503250000000002
Alex Pietrangelo 2020,Alex Pietrangelo,2020,D,29.701,75,215,73.0,80.0,78.0,71,82,3.1808,3.0173,2.3564,2.0582,1.811,-0.8421750000000001
Alex Pietrangelo 2021,Alex Pietrangelo,2021,D,30.703,75,215,80.0,78.0,71.0,82,60,3.0173,2.3564,2.0582,1.811,2.1289,-0.1818249999999999
Alex Pietrangelo 2022,Alex Pietrangelo,2022,D,31.702,75,215,78.0,71.0,82.0,60,80,2.3564,2.0582,1.811,2.1289,2.4629,0.3742749999999999
Alex Pietrangelo 2023,Alex Pietrangelo,2023,D,32.702,75,215,71.0,82.0,60.0,80,73,2.0582,1.811,2.1289,2.4629,2.2692,0.15395000000000048
Zach Bogosian 2011,Zach Bogosian,2011,D,20.214,74,222,,,47.0,81,71,,,1.4794,2.1673,2.0303,0.20694999999999997
Zach Bogosian 2012,Zach Bogosian,2012,D,21.213,74,222,,47.0,81.0,71,65,,1.4794,2.1673,2.0303,3.0105,1.1181666666666665
Zach Bogosian 2013,Zach Bogosian,2013,D,22.216,74,222,47.0,81.0,71.0,65,56,1.4794,2.1673,2.0303,3.0105,1.9551,-0.21677499999999994
Zach Bogosian 2014,Zach Bogosian,2014,D,23.215,74,222,81.0,71.0,65.0,56,55,2.1673,2.0303,3.0105,1.9551,2.2497,-0.041100000000000136
Zach Bogosian 2015,Zach Bogosian,2015,D,24.214,74,222,71.0,65.0,56.0,55,62,2.0303,3.0105,1.9551,2.2497,2.5368,0.22540000000000004
Zach Bogosian 2016,Zach Bogosian,2016,D,25.214,74,222,65.0,56.0,55.0,62,64,3.0105,1.9551,2.2497,2.5368,1.4279,-1.0101250000000002
Zach Bogosian 2017,Zach Bogosian,2017,D,26.216,74,222,56.0,55.0,62.0,64,56,1.9551,2.2497,2.5368,1.4279,1.7557,-0.2866749999999998
Zach Bogosian 2023,Zach Bogosian,2023,D,32.214,74,222,65.0,31.0,65.0,48,46,2.7649,2.1315,1.4259,0.4153,0.6264,-1.0579999999999998
Luke Schenn 2011,Luke Schenn,2011,D,20.912,74,225,,,70.0,79,82,,,3.1069,1.8184,2.7376,0.27495
Luke Schenn 2012,Luke Schenn,2012,D,21.912,74,225,,70.0,79.0,82,79,,3.1069,1.8184,2.7376,1.3312,-1.2231
Luke Schenn 2013,Luke Schenn,2013,D,22.914,74,225,70.0,79.0,82.0,79,80,3.1069,1.8184,2.7376,1.3312,2.7635,0.5149750000000002
Luke Schenn 2014,Luke Schenn,2014,D,23.913,74,225,79.0,82.0,79.0,80,79,1.8184,2.7376,1.3312,2.7635,2.1635,0.0008249999999998536
Luke Schenn 2015,Luke Schenn,2015,D,24.912,74,225,82.0,79.0,80.0,79,58,2.7376,1.3312,2.7635,2.1635,2.3017,0.052750000000000075
Luke Schenn 2016,Luke Schenn,2016,D,25.912,74,225,79.0,80.0,79.0,58,72,1.3312,2.7635,2.1635,2.3017,2.128,-0.011974999999999625
Luke Schenn 2017,Luke Schenn,2017,D,26.914,74,225,80.0,79.0,58.0,72,78,2.7635,2.1635,2.3017,2.128,2.2541,-0.08507499999999979
Luke Schenn 2018,Luke Schenn,2018,D,27.913,74,225,79.0,58.0,72.0,78,64,2.1635,2.3017,2.128,2.2541,1.931,-0.2808250000000001
Luke Schenn 2023,Luke Schenn,2023,D,32.913,74,225,26.0,29.0,55.0,66,70,1.2256,1.6247,0.3149,1.877,1.6017,0.34114999999999984
Tyler Myers 2012,Tyler Myers,2012,D,21.662,80,229,,,82.0,80,55,,,3.0793,2.704,2.1155,-0.7761500000000003
Tyler Myers 2013,Tyler Myers,2013,D,22.665,80,229,,82.0,80.0,55,66,,3.0793,2.704,2.1155,2.2726,-0.3603333333333332
Tyler Myers 2014,Tyler Myers,2014,D,23.664,80,229,82.0,80.0,55.0,66,62,3.0793,2.704,2.1155,2.2726,2.4363,-0.10654999999999992
Tyler Myers 2015,Tyler Myers,2015,D,24.663,80,229,80.0,55.0,66.0,62,71,2.704,2.1155,2.2726,2.4363,2.6054,0.2232999999999996
Tyler Myers 2016,Tyler Myers,2016,D,25.663,80,229,55.0,66.0,62.0,71,73,2.1155,2.2726,2.4363,2.6054,2.1473,-0.21015000000000006
Tyler Myers 2020,Tyler Myers,2020,D,29.663,80,229,73.0,11.0,82.0,80,80,2.1473,2.95,2.5976,2.2177,1.6498,-0.8283499999999999
Tyler Myers 2021,Tyler Myers,2021,D,30.665,80,229,11.0,82.0,80.0,80,80,2.95,2.5976,2.2177,1.6498,3.2106,0.8568250000000002
Tyler Myers 2022,Tyler Myers,2022,D,31.664,80,229,82.0,80.0,80.0,80,82,2.5976,2.2177,1.6498,3.2106,2.4752,0.0562750000000003
Tyler Myers 2023,Tyler Myers,2023,D,32.663,80,229,80.0,80.0,80.0,82,78,2.2177,1.6498,3.2106,2.4752,2.2038,-0.18452499999999983
Erik Karlsson 2012,Erik Karlsson,2012,D,21.337,72,190,,,60.0,75,81,,,0.1169,1.474,0.5955,-0.19994999999999996
Erik Karlsson 2016,Erik Karlsson,2016,D,25.337,72,190,81.0,29.0,82.0,82,82,0.5955,1.8137,1.5185,0.562,1.3285,0.206075
Erik Karlsson 2017,Erik Karlsson,2017,D,26.339,72,190,29.0,82.0,82.0,82,77,1.8137,1.5185,0.562,1.3285,2.1617,0.8560250000000003
Erik Karlsson 2018,Erik Karlsson,2018,D,27.338,72,190,82.0,82.0,82.0,77,71,1.5185,0.562,1.3285,2.1617,1.4617,0.06902499999999989
Erik Karlsson 2019,Erik Karlsson,2019,D,28.338,72,190,82.0,82.0,77.0,71,53,0.562,1.3285,2.1617,1.4617,1.8459,0.467425
Erik Karlsson 2020,Erik Karlsson,2020,D,29.337,72,190,82.0,77.0,71.0,53,66,1.3285,2.1617,1.4617,1.8459,2.5821,0.8826499999999999
Erik Karlsson 2021,Erik Karlsson,2021,D,30.339,72,190,77.0,71.0,53.0,66,76,2.1617,1.4617,1.8459,2.5821,1.209,-0.8038500000000002
Erik Karlsson 2022,Erik Karlsson,2022,D,31.338,72,190,71.0,53.0,66.0,76,50,1.4617,1.8459,2.5821,1.209,1.521,-0.2536750000000001
Erik Karlsson 2023,Erik Karlsson,2023,D,32.338,72,190,53.0,66.0,76.0,50,82,1.8459,2.5821,1.209,1.521,0.3778,-1.4117000000000002
John Carlson 2013,John Carlson,2013,D,22.725,75,215,,22.0,82.0,82,82,,0.3288,2.3022,2.4695,2.9007,1.2005333333333335
John Carlson 2014,John Carlson,2014,D,23.724,75,215,22.0,82.0,82.0,82,82,0.3288,2.3022,2.4695,2.9007,3.7858,1.7854999999999999
John Carlson 2015,John Carlson,2015,D,24.723,75,215,82.0,82.0,82.0,82,82,2.3022,2.4695,2.9007,3.7858,2.9819,0.11735000000000007
John Carlson 2016,John Carlson,2016,D,25.723,75,215,82.0,82.0,82.0,82,56,2.4695,2.9007,3.7858,2.9819,2.1818,-0.8526750000000001
John Carlson 2017,John Carlson,2017,D,26.725,75,215,82.0,82.0,82.0,56,72,2.9007,3.7858,2.9819,2.1818,2.969,0.006449999999999623
John Carlson 2018,John Carlson,2018,D,27.724,75,215,82.0,82.0,56.0,72,82,3.7858,2.9819,2.1818,2.969,2.6376,-0.342025
John Carlson 2019,John Carlson,2019,D,28.724,75,215,82.0,56.0,72.0,82,80,2.9819,2.1818,2.969,2.6376,2.5885,-0.10407499999999992
John Carlson 2020,John Carlson,2020,D,29.723,75,215,56.0,72.0,82.0,80,81,2.1818,2.969,2.6376,2.5885,1.4961,-1.0981249999999998
John Carlson 2021,John Carlson,2021,D,30.725,75,215,72.0,82.0,80.0,81,76,2.969,2.6376,2.5885,1.4961,1.9426,-0.48019999999999996
John Carlson 2022,John Carlson,2022,D,31.724,75,215,82.0,80.0,81.0,76,78,2.6376,2.5885,1.4961,1.9426,1.7318,-0.4343999999999999
John Carlson 2023,John Carlson,2023,D,32.724,75,215,80.0,81.0,76.0,78,40,2.5885,1.4961,1.9426,1.7318,1.59,-0.34975
Roman Josi 2014,Roman Josi,2014,D,23.335,73,201,,,52.0,82,72,,,1.0029,0.9132,2.5537,1.59565
Roman Josi 2015,Roman Josi,2015,D,24.335,73,201,,52.0,82.0,72,81,,1.0029,0.9132,2.5537,2.4403,0.9503666666666668
Roman Josi 2016,Roman Josi,2016,D,25.334,73,201,52.0,82.0,72.0,81,81,1.0029,0.9132,2.5537,2.4403,2.6947,0.9671750000000001
Roman Josi 2017,Roman Josi,2017,D,26.336,73,201,82.0,72.0,81.0,81,72,0.9132,2.5537,2.4403,2.6947,2.2843,0.13382499999999986
Roman Josi 2018,Roman Josi,2018,D,27.335,73,201,72.0,81.0,81.0,72,75,2.5537,2.4403,2.6947,2.2843,3.062,0.5687499999999996
Roman Josi 2019,Roman Josi,2019,D,28.335,73,201,81.0,81.0,72.0,75,82,2.4403,2.6947,2.2843,3.062,2.5988,-0.021525000000000016
Roman Josi 2020,Roman Josi,2020,D,29.334,73,201,81.0,72.0,75.0,82,81,2.6947,2.2843,3.062,2.5988,2.0051,-0.6548500000000002
Roman Josi 2021,Roman Josi,2021,D,30.336,73,201,72.0,75.0,82.0,81,68,2.2843,3.062,2.5988,2.0051,0.5546,-1.9329500000000002
Roman Josi 2022,Roman Josi,2022,D,31.336,73,201,75.0,82.0,81.0,68,80,3.062,2.5988,2.0051,0.5546,0.7281,-1.327025
Roman Josi 2023,Roman Josi,2023,D,32.335,73,201,82.0,81.0,68.0,80,67,2.5988,2.0051,0.5546,0.7281,0.9328,-0.5388500000000002
Justin Schultz 2015,Justin Schultz,2015,D,24.239,74,190,,,82.0,74,81,,,0.5941,0.9824,0.3434,-0.44485
Justin Schultz 2016,Justin Schultz,2016,D,25.238,74,190,,82.0,74.0,81,63,,0.5941,0.9824,0.3434,0.8161,0.17613333333333336
Justin Schultz 2017,Justin Schultz,2017,D,26.24,74,190,82.0,74.0,81.0,63,78,0.5941,0.9824,0.3434,0.8161,0.0741,-0.6099000000000001
Justin Schultz 2018,Justin Schultz,2018,D,27.24,74,190,74.0,81.0,63.0,78,63,0.9824,0.3434,0.8161,0.0741,0.1138,-0.44020000000000004
Justin Schultz 2022,Justin Schultz,2022,D,31.24,74,190,63.0,29.0,54.0,67,74,0.1138,0.1351,0.1801,0.1315,0.0435,-0.096625
Justin Schultz 2023,Justin Schultz,2023,D,32.239,74,190,29.0,54.0,67.0,74,73,0.1351,0.1801,0.1315,0.0435,0.0683,-0.05425000000000001
Travis Hamonic 2013,Travis Hamonic,2013,D,22.128,73,200,,,62.0,73,82,,,2.1847,2.2945,2.774,0.5343999999999998
Travis Hamonic 2014,Travis Hamonic,2014,D,23.127,73,200,,62.0,73.0,82,69,,2.1847,2.2945,2.774,3.0507,0.6329666666666665
Travis Hamonic 2015,Travis Hamonic,2015,D,24.127,73,200,62.0,73.0,82.0,69,71,2.1847,2.2945,2.774,3.0507,1.8897,-0.6862750000000002
Travis Hamonic 2016,Travis Hamonic,2016,D,25.126,73,200,73.0,82.0,69.0,71,72,2.2945,2.774,3.0507,1.8897,2.2803,-0.22192500000000015
Travis Hamonic 2017,Travis Hamonic,2017,D,26.128,73,200,82.0,69.0,71.0,72,49,2.774,3.0507,1.8897,2.2803,2.2639,-0.23477499999999996
Travis Hamonic 2018,Travis Hamonic,2018,D,27.127,73,200,69.0,71.0,72.0,49,74,3.0507,1.8897,2.2803,2.2639,2.823,0.45184999999999986
Travis Hamonic 2019,Travis Hamonic,2019,D,28.127,73,200,71.0,72.0,49.0,74,69,1.8897,2.2803,2.2639,2.823,2.836,0.5217749999999999
Travis Hamonic 2020,Travis Hamonic,2020,D,29.126,73,200,72.0,49.0,74.0,69,58,2.2803,2.2639,2.823,2.836,3.1347,0.5839000000000003
Travis Hamonic 2021,Travis Hamonic,2021,D,30.128,73,200,49.0,74.0,69.0,58,55,2.2639,2.823,2.836,3.1347,1.9882,-0.7762000000000002
Travis Hamonic 2022,Travis Hamonic,2022,D,31.127,73,200,74.0,69.0,58.0,55,43,2.823,2.836,3.1347,1.9882,1.9058,-0.7896750000000001
Travis Hamonic 2023,Travis Hamonic,2023,D,32.127,73,200,69.0,58.0,55.0,43,75,2.836,3.1347,1.9882,1.9058,3.2662,0.8000250000000002
Marco Scandella 2016,Marco Scandella,2016,D,25.602,75,212,63.0,10.0,76.0,64,73,2.4151,1.1361,1.93,2.3831,1.8295,-0.1365750000000001
Marco Scandella 2017,Marco Scandella,2017,D,26.604,75,212,10.0,76.0,64.0,73,71,1.1361,1.93,2.3831,1.8295,1.6777,-0.14197500000000018
Marco Scandella 2018,Marco Scandella,2018,D,27.604,75,212,76.0,64.0,73.0,71,82,1.93,2.3831,1.8295,1.6777,2.6976,0.7425250000000001
Marco Scandella 2019,Marco Scandella,2019,D,28.603,75,212,64.0,73.0,71.0,82,63,2.3831,1.8295,1.6777,2.6976,2.0048,-0.14217499999999994
Marco Scandella 2020,Marco Scandella,2020,D,29.602,75,212,73.0,71.0,82.0,63,73,1.8295,1.6777,2.6976,2.0048,1.9978,-0.05459999999999998
Marco Scandella 2021,Marco Scandella,2021,D,30.605,75,212,71.0,82.0,63.0,73,71,1.6777,2.6976,2.0048,1.9978,2.3636,0.26912499999999984
Marco Scandella 2022,Marco Scandella,2022,D,31.604,75,212,82.0,63.0,73.0,71,70,2.6976,2.0048,1.9978,2.3636,2.2119,-0.054050000000000153
Michael Stone 2015,Michael Stone,2015,D,24.318,75,210,,13.0,68.0,70,81,,0.7756,1.2421,1.5452,1.6807,0.49306666666666676
Michael Stone 2016,Michael Stone,2016,D,25.318,75,210,13.0,68.0,70.0,81,75,0.7756,1.2421,1.5452,1.6807,2.12,0.8091000000000002
Michael Stone 2017,Michael Stone,2017,D,26.32,75,210,68.0,70.0,81.0,75,64,1.2421,1.5452,1.6807,2.12,1.8505,0.20350000000000001
Michael Stone 2018,Michael Stone,2018,D,27.319,75,210,70.0,81.0,75.0,64,82,1.5452,1.6807,2.12,1.8505,2.4378,0.6387
TJ Brodie 2014,TJ Brodie,2014,D,23.319,74,187,,3.0,54.0,80,81,,0.2944,0.0586,0.6184,1.9866,1.6627999999999998
TJ Brodie 2015,TJ Brodie,2015,D,24.318,74,187,3.0,54.0,80.0,81,81,0.2944,0.0586,0.6184,1.9866,2.0607,1.3212000000000002
TJ Brodie 2016,TJ Brodie,2016,D,25.318,74,187,54.0,80.0,81.0,81,70,0.0586,0.6184,1.9866,2.0607,2.625,1.443925
TJ Brodie 2017,TJ Brodie,2017,D,26.32,74,187,80.0,81.0,81.0,70,82,0.6184,1.9866,2.0607,2.625,2.3293,0.5066249999999999
TJ Brodie 2018,TJ Brodie,2018,D,27.319,74,187,81.0,81.0,70.0,82,73,1.9866,2.0607,2.625,2.3293,2.0897,-0.16069999999999984
TJ Brodie 2019,TJ Brodie,2019,D,28.318,74,187,81.0,70.0,82.0,73,79,2.0607,2.625,2.3293,2.0897,1.9232,-0.35297500000000026
TJ Brodie 2020,TJ Brodie,2020,D,29.318,74,187,70.0,82.0,73.0,79,75,2.625,2.3293,2.0897,1.9232,1.6495,-0.5923
TJ Brodie 2021,TJ Brodie,2021,D,30.32,74,187,82.0,73.0,79.0,75,82,2.3293,2.0897,1.9232,1.6495,1.7351,-0.26282499999999986
TJ Brodie 2022,TJ Brodie,2022,D,31.319,74,187,73.0,79.0,75.0,82,82,2.0897,1.9232,1.6495,1.7351,2.2764,0.4270250000000002
TJ Brodie 2023,TJ Brodie,2023,D,32.318,74,187,79.0,75.0,82.0,82,58,1.9232,1.6495,1.7351,2.2764,2.9284,1.0323499999999999
Mark Borowiecki 2017,Mark Borowiecki,2017,D,27.223,74,204,10.0,13.0,63.0,63,70,2.1778,1.5474,2.1862,2.3622,0.72,-1.3484
